Ticker,Company Name,Sector,Industry Group,Industry,Sub Industry,Prospect Status,Product
CUBE,Cubesmart,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),Planning Software
DRH,Diamondrock Hospitality Co,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Sales Accepted Lead (SAL),Cloud Data Storage
DLR,Digital Realty Trust Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),Planning Software
DHC,Diversified Healthcare Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Marketing Qualified Lead (MQL),Accounting Software
DEI,Douglas Emmett Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Sales Accepted Lead (SAL),Cloud Data Storage
DEA,Easterly Government Pptys,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Marketing Qualified Lead (MQL),Planning Software
EGP,Eastgroup Properties,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Opportunity,Chatbot
ESRT,Empire State Realty Tr Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Opportunity,Chatbot
EPR,Epr Properties,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Marketing Qualified Lead (MQL),Cloud Data Storage
EQIX,Equinix Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),CRM
EQC,Equity Commonwealth,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Sales Accepted Lead (SAL),CRM
ELS,Equity Lifestyle Properties,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Marketing Qualified Lead (MQL),Accounting Software
EQR,Equity Residential,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Sales Qualified Lead (SQL),Chatbot
EPRT,Essential Ppt Rlty Tst,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Opportunity,CRM
ESS,Essex Property Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Unqualified Lead,Chatbot
EXR,Extra Space Storage Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Qualified Lead (SQL),Accounting Software
FPI,Farmland Partners Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Qualified Lead (SQL),Accounting Software
FRT,Federal Realty Investment Tr,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Unqualified Lead,CRM
FR,First Indl Realty Trust Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Sales Qualified Lead (SQL),Accounting Software
FCPT,Four Corners Property Tr Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Marketing Qualified Lead (MQL),Accounting Software
FSP,Franklin Street Properties,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Marketing Qualified Lead (MQL),Planning Software
GLPI,Gaming & Leisure Pptys,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Opportunity,Accounting Software
GEO,Geo Group Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),CRM
GTY,Getty Realty Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Sales Accepted Lead (SAL),Cloud Data Storage
GOOD,Gladstone Commercial Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Sales Accepted Lead (SAL),Chatbot
LAND,Gladstone Land Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),Chatbot
GMRE,Global Medical Reit,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Unqualified Lead,Accounting Software
GNL,Global Net Lease Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Unqualified Lead,Cloud Data Storage
HR,Healthcare Realty Trust Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Marketing Qualified Lead (MQL),Cloud Data Storage
PEAK,Healthpeak Properties Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Unqualified Lead,Accounting Software
HT,Hersha Hospitality Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Sales Qualified Lead (SQL),Chatbot
HIW,Highwoods Properties Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Sales Qualified Lead (SQL),Planning Software
HST,Host Hotels & Resorts Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Marketing Qualified Lead (MQL),Chatbot
HPP,Hudson Pacific Pptys Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Marketing Qualified Lead (MQL),Cloud Data Storage
IRT,Independence Realty Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Opportunity,Cloud Data Storage
ILPT,Indstrl Lgst Prpt Trst,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Opportunity,Chatbot
IIPR,Innovative Industrial Pptys,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Sales Qualified Lead (SQL),Cloud Data Storage
IHT,Innsuites Hospitality Tr,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Opportunity,CRM
INVH,Invitation Homes Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Sales Qualified Lead (SQL),Cloud Data Storage
IRM,Iron Mountain Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Qualified Lead (SQL),Planning Software
STAR,Istar Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Sales Qualified Lead (SQL),CRM
JBGS,Jbg Smith Pptys,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Marketing Qualified Lead (MQL),Chatbot
KRC,Kilroy Realty Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Unqualified Lead,Cloud Data Storage
KIM,Kimco Realty Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Sales Qualified Lead (SQL),Cloud Data Storage
LAMR,Lamar Advertising Co  -Cl A,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Qualified Lead (SQL),Cloud Data Storage
LXP,Lexington Realty Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Sales Accepted Lead (SAL),Cloud Data Storage
LSI,Life Storage Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Unqualified Lead,Planning Software
LTC,Ltc Properties Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Opportunity,Cloud Data Storage
MAC,Macerich Co,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Sales Accepted Lead (SAL),Chatbot
MDRR,Medalist Divrsfd Reit,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Marketing Qualified Lead (MQL),Planning Software
MPW,Medical Properties Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Sales Qualified Lead (SQL),Chatbot
MAA,Mid-America Apt Cmntys Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Unqualified Lead,Planning Software
NHI,National Health Investors,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Unqualified Lead,Accounting Software
NNN,National Retail Properties,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Sales Qualified Lead (SQL),Accounting Software
NSA,National Storage Affiliates,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Opportunity,Accounting Software
NXRT,Nexpoint Residential Tr Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,Sales Accepted Lead (SAL),Chatbot
OPI,Office Properties Income Tr,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Unqualified Lead,Accounting Software
OHI,Omega Healthcare Invs Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Opportunity,CRM
OLP,One Liberty Properties Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,Marketing Qualified Lead (MQL),CRM
OUT,Outfront Media Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Qualified Lead (SQL),Chatbot
PGRE,Paramount Group Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Sales Qualified Lead (SQL),Cloud Data Storage
PK,Park Hotels & Resorts,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Opportunity,Chatbot
PEB,Pebblebrook Hotel Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Opportunity,Accounting Software
DOC,Physicians Realty Tr,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Sales Accepted Lead (SAL),Planning Software
PDM,Piedmont Office Realty Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Opportunity,Planning Software
PLYM,Plymouth Indl Reit Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Sales Accepted Lead (SAL),Chatbot
PSTL,Postal Realty Trust Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,Unqualified Lead,Planning Software
PW,Power Reit,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Qualified Lead (SQL),Cloud Data Storage
PLD,Prologis Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Unqualified Lead,Chatbot
PSA,Public Storage,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Unqualified Lead,Cloud Data Storage
RYN,Rayonier Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Marketing Qualified Lead (MQL),CRM
O,Realty Income Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Marketing Qualified Lead (MQL),CRM
REG,Regency Centers Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Unqualified Lead,Planning Software
ROIC,Retail Opportunity Invts Cp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Unqualified Lead,Cloud Data Storage
REXR,Rexford Indus Realty,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,Unqualified Lead,Chatbot
RLJ,Rlj Lodging Trust,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Marketing Qualified Lead (MQL),Accounting Software
RPT,Rpt Realty,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Unqualified Lead,Accounting Software
RHP,Ryman Hospitality Pptys Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,Sales Qualified Lead (SQL),Cloud Data Storage
SBRA,Sabra Health Care Reit Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,Marketing Qualified Lead (MQL),Chatbot
SAFE,Safehold Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Unqualified Lead,Accounting Software
BFS,Saul Centers Inc,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Marketing Qualified Lead (MQL),Chatbot
SBAC,Sba Communications Corp,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,Sales Accepted Lead (SAL),Accounting Software
SRG,Seritage Growth Properties,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,Sales Accepted Lead (SAL),Cloud Data Storage
DOCU,Docusign Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Cloud Data Storage
DOMO,Domo Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Planning Software
DBX,Dropbox Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Chatbot
DT,Dynatrace Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Cloud Data Storage
EGAN,Egain Corp,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Planning Software
EVBG,Everbridge Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Accounting Software
FIVN,Five9 Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),Accounting Software
HUBS,Hubspot Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),CRM
INUV,Inuvo Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Cloud Data Storage
ISDR,Issuer Direct Corp,Information Technology,Software & Services,Software,Application Software,Opportunity,Cloud Data Storage
KLR,Kaleyra Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Cloud Data Storage
LPSN,Liveperson Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),Cloud Data Storage
MRIN,Marin Software Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Cloud Data Storage
MODN,Model N Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),CRM
NEWR,New Relic Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),Chatbot
NTNX,Nutanix Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Accounting Software
OBLG,Oblong Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Planning Software
ORCL,Oracle Corp,Information Technology,Software & Services,Software,Systems Software,Opportunity,Planning Software
PD,Pagerduty Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Planning Software
PANW,Palo Alto Networks Inc,Information Technology,Software & Services,Software,Systems Software,Marketing Qualified Lead (MQL),Chatbot
PAYC,Paycom Software Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),CRM
SPSC,Sps Commerce Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Planning Software
SNCR,Synchronoss Technologies,Information Technology,Software & Services,Software,Application Software,Opportunity,Accounting Software
TENB,Tenable Holdings Inc,Information Technology,Software & Services,Software,Systems Software,Marketing Qualified Lead (MQL),Chatbot
TDC,Teradata Corp,Information Technology,Software & Services,Software,Systems Software,Opportunity,Chatbot
TTD,Trade Desk Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),Planning Software
UPLD,Upland Software Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Planning Software
VERB,Verb Technology Co Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Cloud Data Storage
VERI,Veritone Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Cloud Data Storage
WDAY,Workday Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Cloud Data Storage
WK,Workiva Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Planning Software
YEXT,Yext Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Planning Software
ZM,Zoom Video Comunications Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Planning Software
ZS,Zscaler Inc,Information Technology,Software & Services,Software,Systems Software,Opportunity,Planning Software
ZUO,Zuora Inc,Information Technology,Software & Services,Software,Systems Software,Sales Accepted Lead (SAL),Chatbot
NCR,Ncr Corp,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Opportunity,Accounting Software
PDFS,Pdf Solutions Inc,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment ,Unqualified Lead,Planning Software
BAND,Bandwidth Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,Marketing Qualified Lead (MQL),Cloud Data Storage
CDLX,Cardlytics Inc,Communication Services,Media & Entertainment,Media,Advertising,Unqualified Lead,Chatbot
SCOR,Comscore Inc,Communication Services,Media & Entertainment,Media,Advertising,Sales Accepted Lead (SAL),Planning Software
TTGT,Techtarget Inc,Communication Services,Media & Entertainment,Media,Advertising,Sales Qualified Lead (SQL),Planning Software
GAIA,Gaia Inc,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,Opportunity,Accounting Software
GOOGL,Alphabet Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Unqualified Lead,Accounting Software
ANGI,Angi Homeservices Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Qualified Lead (SQL),CRM
CARG,Cargurus Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Accepted Lead (SAL),Planning Software
CARS,Cars.Com Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Qualified Lead (SQL),Chatbot
EB,Eventbrite Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Accepted Lead (SAL),Cloud Data Storage
EVER,Everquote Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Accepted Lead (SAL),Chatbot
META,Facebook Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Unqualified Lead,Cloud Data Storage
IZEA,Izea Worldwide Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Marketing Qualified Lead (MQL),Accounting Software
LTRPA,Liberty Tripadvisor Holdings,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Accepted Lead (SAL),CRM
MTCH,Match Group Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Opportunity,Chatbot
PINS,Pinterest Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Marketing Qualified Lead (MQL),CRM
IPDN,Professional Diversity Netwk,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Qualified Lead (SQL),CRM
QNST,Quinstreet Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Accepted Lead (SAL),Planning Software
SNAP,Snap Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Accepted Lead (SAL),Accounting Software
SLGG,Super League Gaming Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Qualified Lead (SQL),Cloud Data Storage
TKAT,Takung Art Co Ltd,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Marketing Qualified Lead (MQL),Accounting Software
TZOO,Travelzoo,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Unqualified Lead,Accounting Software
TRIP,Tripadvisor Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Unqualified Lead,Cloud Data Storage
CDNS,Cadence Design Systems Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),CRM
CRNC,Cerence Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Chatbot
APPS,Digital Turbine Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Cloud Data Storage
EBIX,Ebix Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Cloud Data Storage
GWRE,Guidewire Software Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),Planning Software
INTU,Intuit Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Cloud Data Storage
MSFT,Microsoft Corp,Information Technology,Software & Services,Software,Systems Software,Sales Qualified Lead (SQL),CRM
MSTR,Microstrategy Inc,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Cloud Data Storage
NTWK,Netsol Technologies Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Cloud Data Storage
PCYG,Park City Group Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Cloud Data Storage
PEGA,Pegasystems Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),Chatbot
PTC,Ptc Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Planning Software
QLYS,Qualys Inc,Information Technology,Software & Services,Software,Systems Software,Opportunity,Planning Software
RPD,Rapid7 Inc,Information Technology,Software & Services,Software,Systems Software,Sales Accepted Lead (SAL),Cloud Data Storage
CRM,Salesforce.Com Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Chatbot
SEAC,Seachange International Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Cloud Data Storage
SCWX,Secureworks Corp,Information Technology,Software & Services,Software,Systems Software,Sales Accepted Lead (SAL),Chatbot
NOW,Servicenow Inc,Information Technology,Software & Services,Software,Systems Software,Sales Accepted Lead (SAL),CRM
SMSI,Smith Micro Software Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),Accounting Software
SWI,Solarwinds Corp,Information Technology,Software & Services,Software,Systems Software,Sales Accepted Lead (SAL),Cloud Data Storage
SPLK,Splunk Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Planning Software
SSNC,Ss&C Technologies Hldgs Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Planning Software
SNPS,Synopsys Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Chatbot
VRNS,Varonis Systems Inc,Information Technology,Software & Services,Software,Systems Software,Sales Qualified Lead (SQL),CRM
VHC,Virnetx Holding Corp,Information Technology,Software & Services,Software,Application Software,Sales Accepted Lead (SAL),Accounting Software
IMMR,Immersion Corp,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Opportunity,Chatbot
NATI,National Instruments Corp,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments ,Marketing Qualified Lead (MQL),Cloud Data Storage
CREX,Creative Realities Inc,Communication Services,Media & Entertainment,Media,Advertising,Marketing Qualified Lead (MQL),CRM
DJCO,Daily Journal Corp,Communication Services,Media & Entertainment,Media,Publishing,Sales Accepted Lead (SAL),Cloud Data Storage
LBRDK,Liberty Broadband Corp,Communication Services,Media & Entertainment,Media,Cable & Satellite,Marketing Qualified Lead (MQL),Accounting Software
ATVI,Activision Blizzard Inc,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,Marketing Qualified Lead (MQL),Planning Software
EA,Electronic Arts Inc,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,Sales Accepted Lead (SAL),CRM
SCPL,Sciplay Corp,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,Opportunity,Accounting Software
TTWO,Take-Two Interactive Sftwr,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,Unqualified Lead,CRM
ZDGE,Zedge Inc,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,Sales Accepted Lead (SAL),Chatbot
BR,Broadridge Financial Solutns,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Marketing Qualified Lead (MQL),Accounting Software
CACI,Caci Intl Inc  -Cl A,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Opportunity,Planning Software
CSPI,Csp Inc,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Opportunity,Cloud Data Storage
JKHY,Henry (Jack) & Associates,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Unqualified Lead,Cloud Data Storage
LDOS,Leidos Holdings Inc,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Marketing Qualified Lead (MQL),Cloud Data Storage
SAIC,Science Applications Intl Cp,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Opportunity,Planning Software
UIS,Unisys Corp,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Opportunity,Cloud Data Storage
FICO,Fair Isaac Corp,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Planning Software
MANH,Manhattan Associates Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Chatbot
TYL,Tyler Technologies Inc,Information Technology,Software & Services,Software,Application Software,Marketing Qualified Lead (MQL),CRM
VRNT,Verint Systems Inc,Information Technology,Software & Services,Software,Application Software,Unqualified Lead,Cloud Data Storage
VMW,Vmware Inc -Cl A,Information Technology,Software & Services,Software,Systems Software,Sales Accepted Lead (SAL),Accounting Software
FFIV,F5 Networks Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,Sales Qualified Lead (SQL),Chatbot
NTCT,Netscout Systems Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,Marketing Qualified Lead (MQL),Cloud Data Storage
RBBN,Ribbon Communications Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,Sales Qualified Lead (SQL),Cloud Data Storage
ADP,Automatic Data Processing,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Opportunity,Cloud Data Storage
BKI,Black Knight Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Sales Qualified Lead (SQL),Accounting Software
CSGS,Csg Systems Intl Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Unqualified Lead,Planning Software
EVTC,Evertec Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Opportunity,CRM
PAYS,Paysign Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Marketing Qualified Lead (MQL),Chatbot
PFSW,Pfsweb Inc,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Marketing Qualified Lead (MQL),Cloud Data Storage
PRTH,Priority Technlgy Hldngs Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Marketing Qualified Lead (MQL),Planning Software
RPAY,Repay Holdings Corp,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Opportunity,Cloud Data Storage
SQ,Square Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Marketing Qualified Lead (MQL),Cloud Data Storage
